4,100,15,0.03,8,0,4,0.04
1,100,15,0,8,0.02,4,0.01
3,100,15,0,7,0,4,0
2,100,15,0.03,8,0.04,4,0.03
4,200,17,0.005,11,0.01,9,0.02
2,200,17,0.005,11,0.04,9,0.01
1,200,17,0.01,12,0.01,9,0.015
3,200,18,0.025,12,0.005,9,0.005
2,300,26,0.01,15,0.013333333333333334,16,0.013333333333333334
4,300,22,0,16,0.0033333333333333335,21,0.023333333333333334
1,300,25,0.013333333333333334,16,0.02,17,0.01
3,300,29,0.03333333333333333,16,0,16,0.016666666666666666
2,400,29,0.0075,19,0.005,23,0.005
4,400,32,0.03,19,0.02,22,0.0075
3,400,37,0.02,19,0.0025,22,0.015
1,400,36,0.03,46,0.015,23,0.02
4,500,39,0.018,24,0.006,30,0.022
3,500,35,0.01,23,0.014,29,0.018
1,500,39,0.004,24,0.002,29,0.02
2,500,46,0.048,61,0.008,30,0.018
4,600,42,0.011666666666666667,27,0.005,36,0.016666666666666666
3,600,47,0.015,28,0.023333333333333334,35,0.013333333333333334
2,600,49,0.006666666666666667,29,0.016666666666666666,36,0.01
1,600,62,0.018333333333333333,29,0.005,38,0.006666666666666667
4,700,50,0.011428571428571429,30,0.007142857142857143,46,0.012857142857142857
3,700,49,0.007142857142857143,31,0.004285714285714286,48,0.01
1,700,52,0.02857142857142857,30,0.03428571428571429,45,0.017142857142857144
2,700,55,0.01,31,0.008571428571428572,46,0.011428571428571429
4,800,63,0.01,35,0.01625,53,0.0175
1,800,54,0.00625,34,0.0275,57,0.02
2,800,60,0.00875,35,0.0025,54,0.01125
3,800,99,0.01,152,0.01625,59,0.01625
4,900,75,0.01888888888888889,39,0.01,64,0.011111111111111112
1,900,61,0.01888888888888889,41,0.02,64,0.011111111111111112
2,900,61,0.015555555555555555,38,0.014444444444444444,64,0.016666666666666666
3,900,69,0.015555555555555555,39,0.017777777777777778,67,0.01888888888888889
4,1000,93,0.014,45,0.011,71,0.012
2,1000,72,0.016,43,0.02,73,0.023
1,1000,75,0.01,44,0.013,73,0.014
3,1000,76,0.032,94,0.014,71,0.018
4,1100,78,0.03909090909090909,45,0.019090909090909092,77,0.011818181818181818
1,1100,81,0.026363636363636363,47,0.012727272727272728,79,0.008181818181818182
2,1100,135,0.011818181818181818,47,0.0027272727272727275,78,0.01090909090909091
3,1100,77,0.02181818181818182,48,0.014545454545454545,75,0.02
4,1200,90,0.016666666666666666,50,0.013333333333333334,85,0.0175
1,1200,80,0.018333333333333333,51,0.02,92,0.013333333333333334
2,1200,87,0.009166666666666667,52,0.006666666666666667,92,0.0125
3,1200,116,0.0175,51,0.006666666666666667,88,0.013333333333333334
1,1300,114,0.013076923076923076,55,0.013846153846153847,87,0.013076923076923076
4,1300,171,0.018461538461538463,155,0.022307692307692306,96,0.013076923076923076
2,1300,118,0.019230769230769232,147,0.011538461538461539,106,0.02
1,1400,109,0.02,59,0.01,127,0.017142857142857144
4,1400,101,0.02,68,0.010714285714285714,97,0.014285714285714285
2,1400,117,0.010714285714285714,63,0.008571428571428572,107,0.011428571428571429
1,1500,107,0.020666666666666667,65,0.012,111,0.016666666666666666
3,1300,241,0.02923076923076923,389,0.005384615384615384,97,0.013846153846153847
4,1500,114,0.016666666666666666,65,0.0033333333333333335,103,0.012666666666666666
2,1500,102,0.013333333333333334,63,0.016666666666666666,116,0.015333333333333332
1,1600,113,0.018125,67,0.015,108,0.011875
3,1400,92,0.024285714285714285,59,0.0064285714285714285,108,0.013571428571428571
4,1600,114,0.020625,65,0.008125,119,0.014375
1,1700,135,0.013529411764705882,71,0.018823529411764704,140,0.013529411764705882
3,1500,225,0.02,65,0.021333333333333333,100,0.017333333333333333
4,1700,168,0.019411764705882354,71,0.008823529411764706,136,0.010588235294117647
1,1800,122,0.015,78,0.006111111111111111,133,0.014444444444444444
2,1600,226,0.02375,484,0.02375,118,0.014375
3,1600,114,0.0075,67,0.02,122,0.011875
4,1800,204,0.022222222222222223,72,0.0044444444444444444,133,0.012777777777777779
3,1700,119,0.01,70,0.029411764705882353,116,0.01411764705882353
1,1900,219,0.016842105263157894,80,0.005263157894736842,133,0.016842105263157894
4,1900,132,0.017894736842105262,78,0.016842105263157894,160,0.018421052631578946
3,1800,157,0.014444444444444444,73,0.0077777777777777776,149,0.011111111111111112
2,1700,258,0.027058823529411764,575,0.0058823529411764705,121,0.01647058823529412
4,2000,154,0.018,80,0.0205,150,0.0165
3,1900,144,0.018947368421052633,77,0.01631578947368421,137,0.015789473684210527
2,1800,150,0.01888888888888889,76,0.006666666666666667,142,0.01
4,2100,184,0.021904761904761906,85,0.012380952380952381,158,0.016666666666666666
1,2000,388,0.014,800,0.0175,160,0.0155
4,2200,187,0.013181818181818182,91,0.019545454545454546,167,0.011818181818181818
2,1900,311,0.011052631578947368,80,0.00631578947368421,140,0.013157894736842105
1,2100,140,0.014761904761904763,85,0.014761904761904763,167,0.010476190476190476
3,2000,366,0.0225,797,0.006,183,0.0135
1,2200,158,0.009545454545454546,91,0.016363636363636365,157,0.015
4,2300,229,0.012608695652173913,439,0.021304347826086957,183,0.021304347826086957
3,2100,184,0.009047619047619047,87,0.018571428571428572,152,0.016666666666666666
1,2300,191,0.011739130434782608,93,0.02043478260869565,191,0.010434782608695653
4,2400,171,0.019583333333333335,99,0.01125,190,0.012916666666666667
2,2000,378,0.0105,811,0.019,163,0.0065
1,2400,164,0.017916666666666668,97,0.008333333333333333,173,0.01375
3,2200,414,0.015,94,0.01,163,0.011363636363636364
2,2100,167,0.009523809523809525,87,0.014285714285714285,154,0.010952380952380953
4,2500,208,0.02,101,0.012,206,0.0156
1,2500,180,0.02,102,0.012,196,0.0152
3,2300,163,0.010434782608695653,94,0.014782608695652174,179,0.01391304347826087
2,2200,159,0.02409090909090909,90,0.015,175,0.01090909090909091
1,2600,179,0.018846153846153846,112,0.010769230769230769,204,0.015769230769230768
2,2300,236,0.019130434782608695,98,0.017826086956521738,163,0.013478260869565217
3,2400,357,0.025,103,0.01125,202,0.015833333333333335
4,2600,287,0.02653846153846154,575,0.011153846153846153,198,0.015384615384615385
2,2400,191,0.012916666666666667,104,0.01625,94,0.01375
1,2700,216,0.011851851851851851,113,0.01037037037037037,190,0.012592592592592593
4,2700,194,0.022222222222222223,111,0.01888888888888889,176,0.011851851851851851
3,2500,337,0.0076,113,0.0064,204,0.0088
1,2800,319,0.012142857142857143,126,0.008214285714285714,237,0.014285714285714285
4,2800,332,0.009285714285714286,124,0.009285714285714286,112,0.015357142857142857
2,2500,278,0.0168,725,0.0128,205,0.0104
