100,149
200,238
300,329
400,14090
500,605
600,16898
700,898
800,970
900,1161
1000,12439
1100,1540
1200,1421
1300,102251
1400,1682
1500,1906
1600,2532
1700,1944
1800,2147
1900,2268
2000,34012
2100,934763
2200,2570
2300,353983
2400,284840
2500,3115
2600,1019708
2700,3234
2800,895993
2900,1149754
3000,118693
3100,2426363
3200,1235985
3300,605420
3400,1354550
3500,3352756
3600,3709257
3700,3510759
3800,3950149
3900,1533563
4000,2186679
4100,2591126
4200,278444
