100,0.07
200,0.11
300,0.11333333333333333
400,0.2575
500,0.194
600,0.21666666666666667
700,0.23
800,0.11
900,0.13111111111111112
1000,0.283
1100,0.14545454545454545
1200,0.17583333333333334
1300,0.19692307692307692
1400,0.20285714285714285
1500,0.20333333333333334
1600,0.16
1700,0.23411764705882354
1800,0.2238888888888889
1900,0.19052631578947368
2000,0.211
2100,0.22095238095238096
2200,0.15863636363636363
2300,0.2569565217391304
2400,0.20291666666666666
2500,0.1852
2600,0.1853846153846154
2700,0.2137037037037037
2800,0.16178571428571428
2900,0.1917241379310345
3000,0.18566666666666667
3100,0.20161290322580644
3200,0.176875
3300,0.1993939393939394
3400,0.21
3500,0.21485714285714286
3600,0.18722222222222223
3700,0.23864864864864865
3800,0.18973684210526315
3900,0.2194871794871795
4000,0.18125
4100,0.21365853658536585
4200,0.20214285714285715
