3010,497
3020,478
3030,929
3040,713
3050,520
3060,1114
3070,1689
3080,557
3090,496
3100,648
3110,502
3120,821
3130,793
3140,785
3150,1618
3160,668
3170,446
3180,1657
3190,334
3200,578
3210,896
3220,390
3230,470
3240,451
3250,945
3260,700
3270,945
3280,879
3290,521
3300,1977
3310,615
3320,774
3330,306
3340,1205
3350,837
3360,950
3370,1198
3380,711
3390,919
3400,668
3410,454
3420,626
3430,540
3440,945
3450,512
3460,2226
3470,674
3480,718
3490,1897
3500,1034
3510,525
3520,1223
3530,593
3540,801
3550,674
3560,732
3570,511
3580,799
3590,1450
3600,514
3610,1157
3620,575
3630,1609
3640,593
3650,574
3660,718
3670,928
3680,652
3690,1026
3700,535
3710,433
3720,743
3730,835
3740,797
3750,491
3760,568
3770,785
3780,874
3790,370
3800,595
3810,1000
3820,701
3830,922
3840,624
3850,387
3860,767
3870,746
3880,624
3890,811
3900,1983
3910,3139
3920,1784
3930,441
3940,766
3950,1788
3960,431
3970,549
3980,747
3990,461
4000,616
4010,1248
