100,14
200,13
300,22
400,26
500,35
600,41
700,87
800,55
900,49
1000,58
1100,53
1200,154
1300,68
1400,98
1500,85
1600,92
1700,122
1800,298
1900,178
2000,131
2100,134
2200,122
2300,142
2400,569
2500,193
2600,167
2700,186
2800,213
2900,221
3000,180
3100,206
3200,335
3300,989
3400,179
3500,1088
3600,200
3700,1184
3800,268
3900,244
4000,243
4100,237
4200,405
4300,1642
4400,308
4500,423
4600,363
4700,353
4800,2155
4900,266
5000,386
5100,355
5200,842
5300,2368
5400,344
5500,375
5600,398
5700,398
5800,355
5900,469
6000,380
6100,439
6200,406
6300,690
6400,507
6500,503
6600,606
6700,588
6800,393
6900,4788
7000,597
7100,483
7200,594
7300,4290
7400,4251
7500,483
7600,630
7700,582
7800,561
7900,560
8000,6741
8100,600
8200,585
8300,651
8400,606
8500,6206
8600,738
8700,843
8800,577
8900,686
9000,668
9100,740
9200,708
9300,653
9400,6570
9500,6916
9600,699
9700,824
9800,642
9900,745
10000,643
