100,7
200,12
300,16
400,19
500,23
600,28
700,31
800,152
900,39
1000,94
1100,48
1200,51
1300,389
1400,59
1500,65
1600,67
1700,70
1800,73
1900,77
2000,797
2100,87
2200,94
2300,94
2400,103
2500,113
2600,1439
2700,110
2800,116
2900,117
3000,123
3100,122
3200,129
3300,174
3400,169
3500,571
3600,255
3700,210
3800,168
3900,224
4000,199
4100,196
4200,188
4300,190
4400,193
4500,2080
4600,205
4700,193
4800,194
4900,203
5000,204
5100,208
5200,249
5300,2004
5400,220
5500,231
5600,229
5700,241
5800,237
5900,248
6000,250
6100,254
6200,259
6300,258
6400,262
6500,271
6600,3670
6700,267
6800,274
6900,278
7000,32645
7100,295
7200,302
7300,317
7400,301
7500,305
7600,313
7700,308
7800,320
7900,323
8000,326
8100,328
8200,332
8300,344
8400,344
8500,338
8600,350
8700,357
8800,1171
8900,424
9000,388
9100,363
9200,2570
9300,382
9400,388
9500,385
9600,60578
9700,392
9800,401
9900,402
10000,405
