100,15
200,17
300,26
400,29
500,46
600,49
700,55
800,60
900,61
1000,72
1100,135
1200,87
1300,118
1400,117
1500,102
1600,226
1700,258
1800,150
1900,311
2000,378
2100,167
2200,159
2300,236
2400,191
2500,278
2600,269
2700,234
2800,216
2900,207
3000,290
3100,289
3200,507
3300,254
3400,234
3500,345
3600,238
3700,271
3800,1080
3900,479
4000,568
4100,942
4200,313
4300,418
4400,1235
4500,1103
4600,1037
4700,343
4800,2169
4900,368
5000,1856
5100,607
5200,1093
5300,660
5400,400
5500,373
5600,3723
5700,1484
5800,483
5900,4077
6000,473
6100,4367
6200,604
6300,564
6400,508
6500,2106
6600,475
6700,571
6800,536
6900,645
7000,529
7100,551
7200,6330
7300,579
7400,1331
7500,6350
7600,5176
7700,715
7800,4954
7900,5197
8000,1012
8100,1262
8200,3279
8300,3351
8400,2071
8500,589
8600,1240
8700,491
8800,3167
8900,683
9000,3196
9100,548
9200,4272
9300,1424
9400,6100
9500,672
9600,1031
9700,746
9800,718
9900,1774
10000,677
